Sex,height,mass,Sport,Club,club_1,club_2,club_3,club_week,class,Testdate,School,Name,Location,Filename,Board,Admin,cohort,Inclusion,S20,BPT,SLJ,OLB,Star,Run,note,Birthdate,Child,District
m,145,33,nein,ja,NA,NA,NA,3,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,2.7,140,20,22.08,1044,keine,2013-09-02T00:00:00Z,C000070,Landkreis Altenburger Land
w,135,31,nein,ja,Schwimmen,NA,NA,2,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.9,1.9,102,24,25,954,keine,2014-05-21T00:00:00Z,C000071,Landkreis Altenburger Land
w,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.4,2.2,115,15,26.1,1107,keine,NA,C000072,Landkreis Altenburger Land
w,156,NA,nein,ja,NA,NA,NA,2,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,Lernen,5.9,3,101,23,27.5,882,keine,2013-12-10T00:00:00Z,C000073,Landkreis Altenburger Land
w,130,28,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.9,2.8,108,46,24.2,810,keine,2014-06-12T00:00:00Z,C000074,Landkreis Altenburger Land
w,NA,NA,nein,nein,NA,NA,NA,2,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.3,2.7,94,36,25,1089,keine,NA,C000075,Landkreis Altenburger Land
w,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,2.7,124,42,NA,0,keine,NA,C000076,Landkreis Altenburger Land
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.9,2.6,120,44,31.58,846,keine,NA,C000077,Landkreis Altenburger Land
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,3.4,152,48,21.95,1035,keine,NA,C000078,Landkreis Altenburger Land
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.4,2.2,102,68,38.6,450,keine,NA,C000079,Landkreis Altenburger Land
m,139,30,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5,2.77,135,62,27.28,837,keine,2014-08-11T00:00:00Z,C000080,Landkreis Altenburger Land
m,140,40,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.2,2.7,125,48,24.07,837,keine,2014-01-09T00:00:00Z,C000081,Landkreis Altenburger Land
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,3.4,156,28,23.45,882,keine,NA,C000082,Landkreis Altenburger Land
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-05T00:00:00Z,10091,Martin-Luther-Schule Staatliche Grundschule Altenburg,Altenburg,./22raw/10091_Martin_Luther_Schule_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,Lernen,4.8,2.2,128,31,22.83,873,keine,NA,C000083,Landkreis Altenburger Land
m,133,25,ja,nein,Fussball,NA,NA,zweimal,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,NA,3.3,138,11,24.8,NA,keine,2014-03-01T00:00:00Z,C000084,Landkreis Altenburger Land
m,131,26,nein,ja,Fussball,NA,NA,dreimal,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,NA,4.1,158,4,20.9,NA,keine,2013-10-15T00:00:00Z,C000085,Landkreis Altenburger Land
m,140,40,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,4.5,129,6,22.1,918,keine,2013-07-27T00:00:00Z,C000086,Landkreis Altenburger Land
m,140,30,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4,4.3,NA,NA,NA,1008,keine,2013-03-01T00:00:00Z,C000087,Landkreis Altenburger Land
m,134,30,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.1,3.7,135,6,22.2,873,keine,2014-05-07T00:00:00Z,C000088,Landkreis Altenburger Land
m,138,33,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,NA,NA,146,13,21.1,NA,keine,2013-06-30T00:00:00Z,C000089,Landkreis Altenburger Land
m,140,41,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.8,3.8,104,3,27.3,837,keine,2013-12-25T00:00:00Z,C000090,Landkreis Altenburger Land
m,135,32,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.5,3.2,111,25,25.3,945,keine,2014-02-05T00:00:00Z,C000091,Landkreis Altenburger Land
m,124,24,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.6,3.2,116,0,26.5,864,Probleme Einbeinstand,2013-05-08T00:00:00Z,C000092,Landkreis Altenburger Land
w,124,30,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.9,3.2,110,2,34.2,801,keine,2014-05-18T00:00:00Z,C000093,Landkreis Altenburger Land
w,145,44,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.9,4,104,44,24.5,864,keine,2013-09-22T00:00:00Z,C000094,Landkreis Altenburger Land
w,135,36,ja,ja,Fussball,Reiten/Voltigieren,NA,zweimal,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.8,NA,101,7,24.8,801,keine,2014-05-15T00:00:00Z,C000095,Landkreis Altenburger Land
w,125,24,ja,nein,Tanzen/Aerobic,NA,NA,einmal,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.2,3.6,NA,NA,NA,999,keine,2014-02-23T00:00:00Z,C000096,Landkreis Altenburger Land
w,128,25,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.2,3.3,129,6,NA,1026,Probleme Sternlauf,2014-01-26T00:00:00Z,C000097,Landkreis Altenburger Land
w,128,22,nein,ja,Fussball,NA,NA,dreimal,3a,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,3.9,3.1,120,6,22.2,999,keine,2013-08-20T00:00:00Z,C000098,Landkreis Altenburger Land
m,130,24,nein,ja,Fussball,NA,NA,dreimal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.5,NA,118,9,26.6,1026,keine,2014-04-25T00:00:00Z,C000099,Landkreis Altenburger Land
m,133,26,nein,ja,Fussball,NA,NA,dreimal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.2,3.8,153,19,22.8,1107,keine,2014-07-30T00:00:00Z,C000100,Landkreis Altenburger Land
m,123,25,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,NA,3.2,140,3,24,NA,keine,2014-03-19T00:00:00Z,C000101,Landkreis Altenburger Land
m,142,33,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,3.9,4.8,148,15,21.6,1098,keine,2014-10-29T00:00:00Z,C000102,Landkreis Altenburger Land
m,130,26,ja,nein,Fussball,NA,NA,einmal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4,4.4,128,5,NA,1017,Probleme Sternlauf,2013-12-13T00:00:00Z,C000103,Landkreis Altenburger Land
m,140,33,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,4.3,126,10,26.7,864,keine,2013-11-18T00:00:00Z,C000104,Landkreis Altenburger Land
m,142,44,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.2,3.1,105,2,32.3,711,keine,2013-02-10T00:00:00Z,C000105,Landkreis Altenburger Land
m,129,23,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4,3.2,143,10,27.4,1008,keine,2014-03-28T00:00:00Z,C000106,Landkreis Altenburger Land
m,140,28,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,3.8,4.1,141,10,23.5,1098,keine,2012-09-11T00:00:00Z,C000107,Landkreis Altenburger Land
m,140,50,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.8,3.7,99,3,28.9,648,keine,2014-06-27T00:00:00Z,C000108,Landkreis Altenburger Land
m,144,49,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.8,4.5,81,NA,24.9,657,Probleme Einbeinstand,2013-02-15T00:00:00Z,C000109,Landkreis Altenburger Land
m,129,32,ja,nein,Fussball,NA,NA,einmal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.9,3,88,3,NA,783,keine,2013-09-11T00:00:00Z,C000110,Landkreis Altenburger Land
w,140,39,ja,nein,Tanzen/Aerobic,NA,NA,einmal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,NA,3.2,100,8,35.5,NA,keine,2014-02-22T00:00:00Z,C000111,Landkreis Altenburger Land
w,139,44,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.8,3.5,104,8,31,801,keine,2013-09-18T00:00:00Z,C000112,Landkreis Altenburger Land
w,142,42,ja,nein,Tanzen/Aerobic,NA,NA,einmal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.6,3.7,113,5,31.5,819,keine,2013-11-27T00:00:00Z,C000113,Landkreis Altenburger Land
w,143,28,nein,ja,Tanzen/Aerobic,Reiten/Voltigieren,NA,zweimal,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.1,3.6,131,16,23.4,864,keine,2014-01-06T00:00:00Z,C000114,Landkreis Altenburger Land
w,142,36,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.2,4.5,133,13,31.8,981,keine,2013-10-19T00:00:00Z,C000115,Landkreis Altenburger Land
w,127,24,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.7,3.4,108,8,NA,864,keine,2014-07-10T00:00:00Z,C000116,Landkreis Altenburger Land
w,130,25,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,10105,Platanen-Schule Altenburg Staatliche Grundschule,Altenburg,./22raw/10105_Platanen_GS_Altenburg_3b.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4,3.7,151,12,24.5,981,keine,2013-05-16T00:00:00Z,C000117,Landkreis Altenburger Land
m,133,31,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.7,4.1,138,25,23.8,999,keine,2013-09-09T00:00:00Z,C000118,Landkreis Altenburger Land
m,145,33,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,3.6,135,28,20,1026,keine,2014-04-12T00:00:00Z,C000119,Landkreis Altenburger Land
m,143,69,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.7,6,148,5,22.9,NA,keine,2013-01-20T00:00:00Z,C000120,Landkreis Altenburger Land
m,137,28,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,3.3,138,10,23,1080,keine,2013-12-17T00:00:00Z,C000121,Landkreis Altenburger Land
m,142,44,nein,ja,Fussball,NA,NA,dreimal,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.5,3.5,125,13,23.9,918,keine,2014-07-07T00:00:00Z,C000122,Landkreis Altenburger Land
w,148,28,ja,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.8,3.1,110,23,21.4,1026,keine,2013-10-27T00:00:00Z,C000123,Landkreis Altenburger Land
w,141,38,ja,ja,Leichtathletik,Reiten/Voltigieren,NA,dreimal,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,4.3,153,60,20.9,1134,keine,2013-09-08T00:00:00Z,C000124,Landkreis Altenburger Land
w,135,35,ja,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,3.5,130,20,21.3,765,keine,2014-01-22T00:00:00Z,C000125,Landkreis Altenburger Land
w,125,25,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.7,3.4,112,28,24.3,756,keine,2014-06-06T00:00:00Z,C000126,Landkreis Altenburger Land
w,130,23,ja,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,3.6,105,60,24.1,1134,keine,2013-11-06T00:00:00Z,C000127,Landkreis Altenburger Land
w,139,34,nein,ja,Leichtathletik,NA,NA,einmal,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,4.6,140,15,21.7,1080,keine,2014-02-17T00:00:00Z,C000128,Landkreis Altenburger Land
m,142,28,ja,ja,Fussball,NA,NA,dreimal,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,4.4,140,10,19.4,1080,keine,2014-03-23T00:00:00Z,C000129,Landkreis Altenburger Land
w,129,21,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.8,3,112,10,26.9,NA,keine,2014-06-19T00:00:00Z,C000130,Landkreis Altenburger Land
w,132,29,nein,ja,Schwimmen,Tanzen/Aerobic,NA,einmal,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,3,140,21,24.6,1053,keine,2014-03-17T00:00:00Z,C000131,Landkreis Altenburger Land
m,143,37,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.4,4.8,128,32,22.3,1026,keine,2013-07-08T00:00:00Z,C000132,Landkreis Altenburger Land
m,145,45,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.3,3.7,90,9,29,0,keine,2013-10-11T00:00:00Z,C000133,Landkreis Altenburger Land
m,134,30,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,5.1,130,60,21.7,1080,keine,2013-10-04T00:00:00Z,C000134,Landkreis Altenburger Land
m,143,31,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.7,4.6,132,18,22.8,891,keine,2013-08-24T00:00:00Z,C000135,Landkreis Altenburger Land
m,140,29,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,5.1,5,108,10,24.4,918,keine,2014-03-26T00:00:00Z,C000136,Landkreis Altenburger Land
m,139,31,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,5,137,60,21.5,864,keine,2013-07-09T00:00:00Z,C000137,Landkreis Altenburger Land
m,139,33,nein,nein,NA,NA,NA,--wählen--,3,2022-11-30T00:00:00Z,10118,Staatliche Grundschule Lucka,Lucka,./22raw/10118_GS_Lucka.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.5,4.5,128,19,26.8,972,keine,2014-07-24T00:00:00Z,C000138,Landkreis Altenburger Land
m,135,25,nein,nein,NA,NA,NA,--wählen--,3a,2022-01-01T00:00:00Z,10148,Staatliche Grundschule Wintersdorf,Meuselwitz,./22raw/10148_GS_Wintersdorf_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,NA,4.4,120,30,33.3,810,keine,2014-04-24T00:00:00Z,C000139,Landkreis Altenburger Land
w,145,39,nein,ja,Reiten/Voltigieren,NA,NA,einmal,3a,2022-01-01T00:00:00Z,10148,Staatliche Grundschule Wintersdorf,Meuselwitz,./22raw/10148_GS_Wintersdorf_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,Sprache,5.1,NA,110,13,30,0,Abbruch 6-Minuten-Lauf,2013-08-31T00:00:00Z,C000140,Landkreis Altenburger Land
w,140,25,ja,ja,Leichtathletik,NA,NA,zweimal,3a,2022-01-01T00:00:00Z,10148,Staatliche Grundschule Wintersdorf,Meuselwitz,./22raw/10148_GS_Wintersdorf_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.5,4.6,125,60,NA,918,keine,2014-01-25T00:00:00Z,C000141,Landkreis Altenburger Land
w,130,26,nein,ja,Andere,NA,NA,zweimal,3a,2022-01-01T00:00:00Z,10148,Staatliche Grundschule Wintersdorf,Meuselwitz,./22raw/10148_GS_Wintersdorf_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.3,3.5,120,47,25.5,810,keine,2014-05-29T00:00:00Z,C000142,Landkreis Altenburger Land
w,130,28,nein,nein,NA,NA,NA,--wählen--,3a,2022-01-01T00:00:00Z,10148,Staatliche Grundschule Wintersdorf,Meuselwitz,./22raw/10148_GS_Wintersdorf_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,NA,3.2,131,55,25,1080,keine,2014-05-01T00:00:00Z,C000143,Landkreis Altenburger Land
w,143,41,nein,ja,Reiten/Voltigieren,Andere,Tanzen/Aerobic,dreimal,3a,2022-01-01T00:00:00Z,10148,Staatliche Grundschule Wintersdorf,Meuselwitz,./22raw/10148_GS_Wintersdorf_3a.xlsx,Landkreis Altenburger Land,Ostthüringen,2022,nein,4.6,3.4,100,18,34.5,0,Abbruch 6-Minuten-Lauf,2014-04-06T00:00:00Z,C000144,Landkreis Altenburger Land
